taskname,category
20509610-9b Carpet-ITF,FF&E + Millwork
20509610-Carpet,FF&E + Millwork
20509610-Carpet Installation,FF&E + Millwork
20509610-Carpet materials,FF&E + Millwork
"20509610-Carpet, Drapes & Blinds",FF&E + Millwork
20509620-7 Thermal/Moisture,Uncategorized
20509620-9 Flooring Resilient,Construction
20509620-Carpet,FF&E + Millwork
20509620-Carpet/Blinds Lse Hold Imprv,FF&E + Millwork
20509620-Flooring Resilient,Construction
20509630-Carpet/Blinds Bldg Imprv,FF&E + Millwork
20509640-9 Carpet-ITF,FF&E + Millwork
20509700-Paint - Interior Paint materia,Construction
20509700-Wallcovering,Uncategorized
20509800-Acou/Drywall Ceiling,Construction
20509900-8 Openings - Doors,Construction
20509900-9 Painting-Initial,Construction
20509900-9 Paints/Coatings,Construction
20509900-Paint,Construction
20509900-Painting,Construction
20509900-Painting / Repairs (Us,Construction
20509900-Paints/Coatings,Construction
20509995-9 Flooring-ITF,Construction
20509995-Carpet labor,FF&E + Millwork
20509995-Div 9 - General Use 1,Construction
20509995-Paints/Coatings - Exp,Construction
20509995-Wall Partitions,FF&E + Millwork
20509996-Painting Labor,Construction
20509997-9 Paint/Coatings-LHI,Construction
20509997-Wall install labor,Uncategorized
20509999-Finishes,Construction
20510000-10 M-Specialties,Uncategorized
20510000-10 Specialties,Uncategorized
"20510000-10 Specialties, all",Uncategorized
20510000-Lab Furniture,FF&E + Millwork
20510000-Misc. Specialties materials,Uncategorized
20510000-Specialties,Uncategorized
"20510000-Specialties, all",Uncategorized
20510000-Specialties-Exp,Uncategorized
20510240-10 Specialties-BM,Uncategorized
20510270-Flooring Access,Construction
20510400-9 Finishes - Paint,Construction
20510400-Interior Signage,FF&E + Millwork
20510520-10 Fire Protection,Construction
20510520-Fire Protection,Construction
20510520-Fire Protection Spec,Construction
20510600-Interior Sign b/Brand-OE,Uncategorized
20510800-Toilet Accessories,FF&E + Millwork
20510995-Interior Sign/Brand-OE,Uncategorized
20510995-Misc. Specialties labor,Uncategorized
20510996-BldgChannelLetter-Signage Ext,FF&E + Millwork
20510997-Pylon-Signage Exterior,FF&E + Millwork
20510998-Monument-Signage Exterior,FF&E + Millwork
20510999-Cash Safe b/Safe Deposit-TFE,Uncategorized
20511000-11 Equipment,FF&E + Millwork
20511000-11 Equipment Exp,FF&E + Millwork
"20511000-11 Equipment, all",FF&E + Millwork
20511000-11 M-Equipment,FF&E + Millwork
20511000-11 R&D Equipment,FF&E + Millwork
20511000-BR Glass,Uncategorized
20511000-Bank Equipment,FF&E + Millwork
20511000-Branding WayFinding,FF&E + Millwork
20511000-Equipment,FF&E + Millwork
"20511000-Equipment, all",FF&E + Millwork
20511000-Equipment| all,FF&E + Millwork
20511020-Cash Safe/Safe Deposit-TFE,Uncategorized
20511020-Vault,Uncategorized
20511020-Vaults,Uncategorized
20511030-11 AV Equipment,FF&E + Millwork
20511030-Bank Equip & Spec. Const.,Uncategorized
20511030-Night Drop-TFE,Uncategorized
20511030-Teller Equipment,FF&E + Millwork
20511680-11 Office Equip/Furn,Uncategorized
20511680-Kitchen/Office Equipment,FF&E + Millwork
20511680-Office Equipment,FF&E + Millwork
20511680-Under Counter Steel-TFE,Construction
20511995-ATM,Uncategorized
20511995-DemountWalls/Part-TFE,FF&E + Millwork
20511997-ATM,Uncategorized
20511997-DriveUp Equip-Bank Equip,Uncategorized
20511998-Deal Drawer-Bank Equip,Uncategorized
20511999-Gen Trade Fixtures /Equip-TFE,Uncategorized
20512000-12 Furnishings,FF&E + Millwork
"20512000-12 Furnishings, all",FF&E + Millwork
20512000-12 M-Furnishings,FF&E + Millwork
20512000-Furnishings,FF&E + Millwork
"20512000-Furnishings, all",FF&E + Millwork
20512000-Furnishings-EXP,FF&E + Millwork
20512000-Furnishings| all,FF&E + Millwork
20512000-Furniture (Major Build,FF&E + Millwork
20512100-12 Art,FF&E + Millwork
20512100-12 L-Furnishings,FF&E + Millwork
20512300-DemountTellLine/Mlwk-TFE,Uncategorized
20512500-12 Furniture,FF&E + Millwork
20512500-FFE,FF&E + Millwork
20512500-Freestanding furniture,FF&E + Millwork
20512500-Furniture,FF&E + Millwork
20512500-Furniture (Branches),FF&E + Millwork
20512700-12 Systems Furniture,FF&E + Millwork
20512700-D12 Systems Furniture,FF&E + Millwork
20512700-FURN - Modular furniture,FF&E + Millwork
20512700-Systems Furniture,FF&E + Millwork
20512800-Furniture Installation,FF&E + Millwork
20512900-Furniture Freight,FF&E + Millwork
20512900-Furniture Refurbish,FF&E + Millwork
20512900-Misc. Repairs (Furnitu,Uncategorized
20512995-FURN - Modular furniture labor,FF&E + Millwork
20512995-Furnishings - L,FF&E + Millwork
20512997-Window Treatments,FF&E + Millwork
20512998-FFE North,FF&E + Millwork
20513010-13 Special Const,Uncategorized
20513010-13 Special Constr,Uncategorized
"20513010-13 Special Constr, all",Uncategorized
20513010-JA1130000-Special Construction,Construction
20513010-Special Constr,Uncategorized
"20513010-Special Constr, all",Uncategorized
20513010-Special Construction,Construction
20513010-Special Constr| all,Uncategorized
20513020-13 L-Special Constr,Uncategorized
20513020-Card Readers / Wiring,Construction
20513850-13 Special Constr-BM,Uncategorized
20513850-ATM Surround,Uncategorized
20513850-Fire Alarm,Construction
20513900-Fire Protection (Sprinkler),Construction
20513900-Fire Suppression,Construction
"20514000-14 Conveying, all",Uncategorized
20514000-Conveying,Uncategorized
20514000-Conveying Equipment,FF&E + Millwork
"20514000-Conveying, all",Uncategorized
20514000-Network,Uncategorized
20514200-14 Vertical Transport,Construction
20514200-Elevators,Construction
20515000 -  - CAP - SpendApp '95.,Uncategorized
20515000-15 HVAC repair/parts-BMR,FF&E + Millwork
20515000-15 HVAC-BBM,Construction
20515000-15 M-HVAC,Construction
20515000-15 Mechanical,Soft Costs
20515000-15 Mechanical Exp,Soft Costs
"20515000-15 Mechanical, all",Soft Costs
20515000-Mechanical,Soft Costs
20515000-Mechanical - HVAC,Construction
20515000-Mechanical labor,Soft Costs
"20515000-Mechanical, all",Soft Costs
20515000-Mechanical-Exp,Soft Costs
20515000-Mechanical| all,Soft Costs
20515050-15 Mech Matl/Methods,Uncategorized
20515050-15 Water Heaters-BBM,Construction
"20515050-LHO-15 Mechanical, all",Soft Costs
20515050-Mechanical materials,Soft Costs
20515050-mechanical materials,Soft Costs
20515100-15 Production Piping,Construction
20515100-15 Service Piping,Construction
20515100-9 Finishes - Studs/GB,Construction
20515200-15 Process Piping,Construction
20515200-15 Sump Pumps-BBM,Uncategorized
20515200-9 Finishes - ACT,Construction
20515200-Plumbing,Construction
20515300-15 Fire Protection,Construction
20515300-15 Fire Protection-BBM,Construction
20515300-9 Finishes - Flooring,Construction
20515300-Fire Alarm,Construction
20515300-Fire Protection,Construction
20515300-Fireproofing,Construction
20515400-13 Special Constr,Uncategorized
20515400-15 Plumbing,Construction
20515400-JA1220000-Plumbing,Construction
20515400-Plumbing,Construction
20515400-Plumbing labor,Construction
20515500-15 Plumbing-LHI,Construction
20515500-JA1230000-HVAC,Construction
20515700-15 HVAC Equipment,FF&E + Millwork
20515700-15 Plumbing-BM,Construction
20515700-21 Fire Suppression,Construction
20515700-HVAC,Construction
20515700-HVAC Equipment,FF&E + Millwork
20515800-15 Air Distribution,Uncategorized
20515800-HVAC Test/Balancing,Construction
20515900-HVAC Controls,Construction
20515950-15 Test/Balancing,Uncategorized
20515995-15 Piping & Fittings,Construction
20515995-Electrical All Labor,Construction
20515996-Plumbing materials,Construction
20515997-HVAC labor,Construction
20516000-16 Electrical,Construction
20516000-16 Electrical Exp,Construction
"20516000-16 Electrical, all",Construction
20516000-16 M-Electrical,Construction
20516000-22 Plumbing,Construction
20516000-Electrical,Construction
"20516000-Electrical, all",Construction
20516000-Electrical-Exp,Construction
20516000-Electrical| all,Construction
20516000-JA1260000-Electrical,Construction
20516050-16 L-Electrical,Construction
20516100-16 Electrical-BM,Construction
20516100-16 Fire Protect Elec,Construction
20516100-16 Wiring Methods,Construction
20516200-16 Electrical Power,Construction
20516200-Electrical - Owned,Construction
20516200-Electrical Power,Construction
20516200-Electrical Power Distribution,Construction
20516200-Generator,Uncategorized
20516300-16 Trans/Distribution,Uncategorized
20516300-UPS System/Battery,Uncategorized
20516400-16 Low-Voltage Cable,Uncategorized
20516400-Elec low voltage cabling mtrls,FF&E + Millwork
20516400-Electric cabling materials,FF&E + Millwork
20516400-Low-Voltage Cabling,FF&E + Millwork
20516400-Low-Voltage Distribution,Uncategorized
20516500-16 Lighting,Uncategorized
20516500-Electrical ligting materials,Construction
20516500-Lighting,Uncategorized
20516700-16 Communications,Construction
20516700-Communications,Construction
20516700-Fire Alarm,Construction
20516700-JA1270000-Communications,Construction
20516800-Audio Visual install labor,FF&E + Millwork
20516800-Sound Masking Sys-OE,Uncategorized
20516900-16 Lifesafety,Uncategorized
20516900-23 HVAC,Construction
20516900-JA1280000-Electronic Safety &,Uncategorized
20516900-Lifesafety,Uncategorized
20516900-Safety,Uncategorized
20516995-16 Gen Elec Siemens,Uncategorized
20516995-16 General Elec,Uncategorized
20516996-Electircal cabling labor,FF&E + Millwork
2064-00 (TI Construction),Construction
2064-00 - Construction - Landlord Contribution,Construction
2064-00 Construction - TI,Construction
2066-00 - Contingency,Construction
2070-00 - Tenant Reimbursement - TI,Uncategorized
"2070-00 - Total Project Budget - FDIC Floors 11, 12 &13",Uncategorized
20th Floor Restroom,Construction
21 - Fire Suppression,Construction
213 Rialto D,Construction
214 Hillsborough D,Construction
217,Uncategorized
22 - Plumbing,Construction
225,Uncategorized
227 Rialto U,Construction
23 - HVAC,Construction
23 - HVAC Equipment,Construction
233,Uncategorized
235,Uncategorized
236 Rialto U,Construction
238,Uncategorized
24/7 HVAC -  In IT Closet |Alternates (Tenant Cost),Construction
26 - Electrical,Construction
"26.0000 Electrical, all",Construction
27 - Communications,Construction
27.0000 Data & Communications,Construction
28 - Electronic Safety and Security,Construction
28.0000 Security,FF&E + Millwork
2YLHI - Building Improvements,Construction
2nd Floor Connectivity,Construction
2x2 Brookhaven B Spec Modern Farm House - unit 1538,Uncategorized
2x2 Brookhaven Upgrade Cozy Classic - unit 1525,Uncategorized
2x2 Hillsborough - Upgrade Modern Farmhouse - unit 438,Uncategorized
2x2 Hillsborough B spec Cozy - Unit 435,Uncategorized
3 Asph/Concr Repair-BMR,Construction
3 Cast-in-Place Concrete,Construction
3 Concrete,Construction
"3 Concrete, all",Construction
3 Concrete| all,Construction
3 GPR Fees,Construction
3 L-Concrete,Construction
3 M-Concrete,Construction
3 Phase Power,Construction
3 Polished Concrete,Construction
3 Precast Concrete,Construction
3-Project Management,Soft Costs
3. BRANDING,FF&E + Millwork
3.01 ACM Removal- check,Construction
3.01 Concrete Scanning- check,Construction
3.01 Furniture  Sim Center Equipment,FF&E + Millwork
3.01 General Requirements-MBE (AA),Construction
3.01 Hazmat Survey- check,Soft Costs
"3.02 Laerdal Year 1 Purchases, AV Install, & Manikins",FF&E + Millwork
3.03 Concrete- check,Construction
3.03 IT Infrastructure & Equipment,FF&E + Millwork
3.03 Non-Programmin Design Fee- HVAC/Plumbing,Soft Costs
3.03 Non-Programming Design Fee- Architectural,Soft Costs
3.03 Non-Programming Design Fee- Electrical,Soft Costs
3.04 Audio/Visual Systems,FF&E + Millwork
3.05 Misc. Metal- check,Construction
3.05 Security Systems,FF&E + Millwork
3.06 Access Controls,FF&E + Millwork
3.06 Millwork- check,FF&E + Millwork
3.07 FFE Contingency Allowance,Construction
3.08 Glazing-All Bay and Alcal Glass- MBE (AA)/ WBE,Construction
3.09 Acoustical Ceiling Tile-check,Soft Costs
3.09 Drywall- check,Construction
3.09 Floor Sealants- check,Construction
3.09 Flooring- check,Construction
3.09 Painting and Wall Coverings- check,Construction
3.09 Tile- check,Construction
3.10 Signage- check,FF&E + Millwork
3.10 Specialties (Toilet Partitions/Accessories)- check,FF&E + Millwork
3.12 Furniture Package 1 + Package 2 + Collab Furniture,FF&E + Millwork
3.12 Window Shades,Construction
3.12 Window Treatments,FF&E + Millwork
3.21 Fire Protection Supply/Install,Construction
3.22 Plumbing,Construction
3.23 HVAC / Controls (Supply/Install less Equipment),FF&E + Millwork
3.23 HVAC Equipment,FF&E + Millwork
"3.26 Electrical- Data, AV, and Security",FF&E + Millwork
3.26 Temporary Power,Construction
3.27 Sound Masking,Construction
3.64 Contingency,Construction
3.80 Subguard,Construction
30035000-26 Electrical,Construction
30035000-FF Security System - L,FF&E + Millwork
30035000-Security,FF&E + Millwork
30035000-Security Equipment,FF&E + Millwork
30035000-Security Equipment Exp,FF&E + Millwork
30035000-Security Services,FF&E + Millwork
30035000-Security System - L,FF&E + Millwork
"30035000-Security, all",FF&E + Millwork
30035000-Security-EXP,FF&E + Millwork
30035000-Security-Exp,FF&E + Millwork
30035000-Security| all,FF&E + Millwork
30035100-16 Security Cable/Wire,FF&E + Millwork
30035100-Cabling/Wiring,FF&E + Millwork
30035100-FF Security System - O,FF&E + Millwork
30035100-Security cable/wire material,FF&E + Millwork
30035100-Security equipment materials,FF&E + Millwork
30035100-Security- Cable/Wire,FF&E + Millwork
30035100-Security-NCCO Security,FF&E + Millwork
30035200-13 Security- Equipment,FF&E + Millwork
30035200-16 Security Equip,FF&E + Millwork
"30035200-LHO-Security, all",FF&E + Millwork
30035200-Security equipment materials,FF&E + Millwork
30035200-Security- Equipment,FF&E + Millwork
30035300-Door Hardware/Keyways,Uncategorized
30035300-Security Freight,FF&E + Millwork
30035300-Security- Other,FF&E + Millwork
30100995-Security Equipment,FF&E + Millwork
30100995-Security Installation,FF&E + Millwork
30100995-Security Labor,FF&E + Millwork
30100996-Locks & Equip. Repairs,Uncategorized
30100996-Security cabe/wire labor,FF&E + Millwork
30100997-7YLHI - Building Improvements,Construction
30100997-Equipment Install Lab,FF&E + Millwork
30100997-Equipment install lab,FF&E + Millwork
30100997-Security equipment install lab,FF&E + Millwork
30100998-8YLHI - Building Improvements,Construction
"30100999-Furniture, b",FF&E + Millwork
30101000-FF&E,FF&E + Millwork
30101000-FFE,FF&E + Millwork
"30101000-FFE, all",FF&E + Millwork
30101000-FFE-Exp,FF&E + Millwork
30101000-Facil Furniture Expense,FF&E + Millwork
30101000-Furn & Fixtures Exp,Uncategorized
30101000-Furniture,FF&E + Millwork
30101000-Furniture - Casegoods,FF&E + Millwork
30101000-JA2004000-Owner Equipment,FF&E + Millwork
